ONEOFF_PURCHASES,PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE
1060,0.111111,0,213.863185,0,9
5904.78,1,1,258.364994,0.833333,12
0,0.75,0.583333,158.281177,0.111111,12
80,0.083333,0,2141.764453,0,12
45.65,0.083333,0,442.354727,0,12
4938.13,1,1,280.509038,0.5,12
83,0.6,0.5,168.230369,0,10
139.38,0.75,0.583333,1183.292044,0.083333,12
1450,0.125,0,227.143184,0,8
118.2,0.166667,0.166667,264.497515,0,6
105.78,0.416667,0,88.814442,0.5,12
71.4,0.5,0.416667,720.646441,0,12
684.12,0.916667,0.583333,191.931603,0.083333,12
0,0,0,531.398722,0,12
0,0.75,0.75,248.833196,0,12
426.83,0.416667,0,88.384521,0,12
3608.17,1,0.916667,1688.710521,0.083333,12
1571.35,0.666667,0.416667,287.831911,0,12
448.07,0.25,0,1105.400886,0.083333,12
219.37,1,0,76.604414,0.25,12
0,0.583333,0.583333,3397.732291,0,12
29.6,0.083333,0,108.744838,0.166667,12
144.49,0.416667,0,417.305741,0,12
252,0.166667,0,592.475313,0,12
788.14,0.166667,0,192.452296,0,12
999.08,0.666667,0.583333,2595.332901,0,12
1942.77,1,0.75,188.998017,0.083333,12
0,1,1,2972.477983,0,12
905.98,0.916667,0.833333,2016.38299,0,12
161.5,0.166667,0,114.337421,0,12
0,0.833333,0.833333,202.58767,0,12
1567.22,1,0.583333,231.774034,0.166667,12
0,0,0,429.538368,0,12
0,1,1,659.560532,0,12
1155.4,0.083333,0,116.244107,0,12
45.65,0.090909,0,371.232319,0,11
3705.13,1,0.333333,1864.863139,0,12
67.44,0.083333,0,57.564463,0,12
181.63,0.916667,0,960.647101,0.083333,12
0,0,0,362.442402,0,11
0,0,0,372.641361,0,12
214.2,1,0.916667,188.340279,0,12
0,0,0,1478.485801,0,12
0,1,1,449.07262,0,12
0,0,0,335.993476,0,11
0,0,0,195.294122,0,12
0,0,0,1809.974326,0,12
176.03,0.125,0,,0,8
0,0.583333,0.583333,145.605731,1,12
249.24,1,1,1178.476722,0,12
551.17,1,1,1173.307383,0,12
6120.4,1,1,240.601287,0.166667,12
150,0.916667,0.833333,1281.453534,0,12
0,0,0,912.479272,0,12
593,1,1,200.986504,0,12
190.45,0.166667,0,66.465635,0,12
615.85,0.714286,0.571429,350.841821,0.2,7
200,1,1,189.362616,0.916667,12
109,0.75,0.583333,792.902894,0,12
0,0,0,214.62422,0,12
0,0,0,353.360027,0,12
0,0.333333,0.333333,55.480481,0.363636,12
173.48,0.166667,0,4682.965732,0,12
0,0,0,55.542128,1,12
117.32,0.25,0,273.139411,0.111111,12
0,1,1,153.531842,0.727273,12
23.91,0.333333,0,22.081988,0.111111,12
377.44,1,1,405.230106,0,12
82,0.083333,0,215.834479,0,12
0,0,0,1608.111732,0,12
45.7,0.666667,0.5,358.574883,0,12
1964.05,0.916667,0.5,169.123707,0.888889,12
985.11,1,1,1960.982734,0,12
0,0.857143,0.714286,73.19845,0,7
0,1,1,175.704497,0.545455,12
93.31,0.083333,0,949.520589,0,12
1561.04,1,1,112.893466,0,12
1088.04,0.75,0.666667,1237.405459,0,12
11.41,0.166667,0,1013.780486,0.083333,12
2642.14,1,1,436.253648,0,12
538.51,0.333333,0,1471.164439,0,12
365,0.583333,0.416667,784.929199,0,12
0,0.416667,0.416667,872.208375,0.083333,12
0,0,0,4431.645308,0,12
0,0,0,237.414459,0,7
258.43,1,1,2268.544117,0,12
0,0.916667,0.916667,130.269702,0,12
0,1,1,1926.566967,0,12
0,0,0,866.693315,0,12
983.24,0.166667,0,2412.958258,0,12
591.71,0.5,0.166667,273.627647,0,12
493.48,0.75,0.333333,521.492992,0,12
0,0,0,1101.578675,0,12
0,0,0,160.863666,0.083333,12
631.27,0.583333,0.25,858.064557,0,12
126.24,1,1,259.977392,0.166667,12
299.9,0.25,0,204.447891,0,12
0,1,1,196.362677,0.75,12
380,0.333333,0,247.45192,0,12
215.87,1,1,224.547489,0,12
2530.12,1,0,594.769152,0,12
0,0.916667,0.916667,3379.593046,0,12
1245.3,1,1,201.214315,0.916667,12
6138.57,1,1,243.938058,1,12
377.81,0.666667,0.5,892.117717,0,12
0,0,0,3102.98565,0,12
0,0,0,153.782546,0.75,12
162.7,0.5,0.416667,114.183944,0.181818,12
0,0.833333,0.833333,157.208204,1,12
1205.75,0.5,0.333333,559.169569,0.083333,12
0,0,0,188.435841,0.083333,12
233.9,0.428571,0,53.9438,0,7
0,1,1,130.862225,0.727273,12
6519.19,1,0.916667,3745.116848,0,12
0,1,1,2927.486552,0,12
0,0,0,765.751845,0,12
536,0.75,0.416667,169.229664,0.2,12
0,0,0,254.022569,0,8
0,0,0,587.957563,0,12
0,1,1,64.517961,0.363636,12
0,1,1,29.584288,0.090909,12
0,0.666667,0.666667,193.758424,0.166667,12
1543.89,1,0.416667,1480.26633,0,12
1198.89,0.5,0.333333,1079.066979,0,12
696.08,1,1,192.272514,0.5,12
0,0,0,1095.734566,0,12
0,0.333333,0.333333,126.692506,0.181818,12
123.24,0.166667,0,1961.413154,0,12
0,1,0.916667,1038.182688,0,12
0,0,0,1719.694161,0,12
177,0.083333,0,221.171027,0,12
3802.21,1,1,830.39506,0.2,12
1033.6,0.833333,0.666667,1438.031851,0,12
0,0,0,799.591816,0,12
263.04,0.083333,0,325.737106,0.090909,12
902.6,1,1,219.629629,0.25,12
0,0,0,453.831541,0,12
0,0,0,848.973008,0,12
3466.22,0.916667,0.916667,233.917424,1,12
140.6,0.083333,0,1489.130441,0,12
2002.9,1,1,1148.902535,0,12
3044.6,0.166667,0,332.787755,0.333333,12
61.9,0.416667,0.416667,145.637604,0,12
1031.85,0.75,0.416667,3098.62505,0,12
0,1,1,15584.09742,0,12
34.9,1,0.916667,32.376453,0.111111,12
1419.07,1,1,246.737259,0.333333,12
765,0.125,0,146.352314,0,8
1595.93,0.454545,0,2376.919568,0.090909,11
0,0.916667,0.916667,,0,12
400,0.583333,0.416667,289.747401,0,12
0,1,1,97.944748,0.3,12
110,0.083333,0,1117.265123,0,12
0,0,0,681.959088,0,12
62.7,0.083333,0,164.519883,0,12
0,1,1,139.958805,0.888889,12
4464.76,0.916667,0.5,534.578893,0,12
0,1,1,62.817278,0.25,12
37.5,0.916667,0.833333,189.29217,0.083333,12
0,0.5,0.416667,268.075781,0,12
2171.8,1,0.833333,330.579046,0.166667,12
971.97,1,0.416667,178.416176,0.916667,12
649.42,0.416667,0.333333,3331.513399,0,12
0,0,0,26143.17049,0,12
0,0,0,602.387923,0,12
858.5,0.333333,0,597.63665,0,12
0,0,0,1431.909784,0,11
0,0.5,0.416667,1475.694904,0,12
0,0.090909,0.090909,80.613743,0,11
0,0,0,547.238675,0.111111,12
55.69,0.083333,0,544.723121,0,12
3870.15,1,0.416667,184.31048,1,12
1000,0.083333,0,1766.055701,0,12
638.91,0.583333,0.5,1076.480794,0,12
140,1,1,467.239217,0,12
0,0.6,0.5,115.03052,0.833333,10
0,1,1,768.758551,0,12
375.25,0.333333,0.166667,1172.150883,0,12
0,1,1,74.812454,1,7
0,0,0,2012.365718,0,12
598.09,1,1,191.480116,1,12
497.08,1,0.833333,1978.414023,0,12
659.62,0.75,0.5,981.877595,0,12
136.8,1,1,177.683227,0.833333,12
432.8,1,0.75,192.197394,1,12
1243.5,0.75,0.416667,346.844936,0,12
882.78,1,1,1393.490557,0,12
0,0,0,335.991369,0.181818,12
0,0,0,1470.361933,0,12
0,0,0,681.529737,0.083333,12
29.5,0.1,0,1267.37587,0,10
0,0,0,73.411615,0.083333,12
0,0.583333,0.5,170.087703,0.8,12
3975.98,0.75,0.25,474.667356,0.083333,12
0,0,0,3127.192305,0,12
118.16,0.125,0,56.999671,0.25,8
853.3,0.25,0,73.600798,0,12
1674.75,1,0.666667,341.5862,0.333333,12
0,0.4,0.3,71.59927,0,10
57,0.416667,0.333333,156.812691,0.416667,12
231.87,0.416667,0.25,269.655125,0.083333,12
307.12,0.083333,0,470.192366,0,12
0,0,0,233.54565,0,7
57,0.083333,0,256.881348,0.142857,12
0,1,1,2374.370421,0.909091,12
0,0,0,1240.254115,0,12
0,0.333333,0.25,267.430198,0,12
54.46,1,0.916667,1968.717366,0,12
2325.16,0.833333,0.75,167.823077,1,12
0,0.833333,0.75,1447.893709,0,12
70,0.583333,0.5,3196.171515,0,12
0,0.833333,0.833333,1613.401207,0,12
260,0.416667,0.416667,821.066878,0,12
1325.34,1,1,3163.402977,0,12
888.98,0.416667,0,1200.960907,0,12
2513.46,0.222222,0,836.641054,0,9
1475.23,1,0,34.819015,0,12
2416.7,1,0.833333,1499.391822,0,12
608,0.416667,0.333333,564.472958,0,12
0,1,0.875,54.734326,0.5,8
827.35,1,1,190.754221,0.090909,12
187,0.333333,0.166667,586.693702,0,12
229.02,0.545455,0.181818,505.940539,0,11
1020,0.333333,0.166667,751.737661,0.2,12
0,1,1,164.687639,0.454545,12
0,0.583333,0.583333,2580.556298,0,12
75.5,0.166667,0,603.340807,0,12
0,0,0,1952.041626,0,6
0,0,0,1228.996607,0,12
0,0,0,1131.588644,0,11
0,0,0,1348.605697,0,12
0,1,0.857143,849.32088,0,7
1017.21,0.75,0.416667,227.004657,0,12
229,0.181818,0,252.515849,0,11
0,0,0,477.284193,0,12
445.98,0.666667,0.416667,201.964603,0,12
0,0,0,32.585321,0,12
1627,0.333333,0,613.912928,0,12
1375.61,1,0.5,190.034881,1,12
1080.65,1,1,1182.650916,0,12
5176.62,0.666667,0,172.888946,0.6,12
0,1,0.916667,120.554003,0.545455,12
1026.26,0.583333,0,1417.69815,0,12
2072.32,1,0.583333,178.352824,1,12
0,0,0,240.366583,0,12
0,0,0,260.21665,0,12
2169.35,1,1,931.22828,0,12
0,0,0,466.08332,0,12
0,1,1,168.926878,0.416667,12
0,1,1,,0,12
1074,0.083333,0,,0,12
0,0.416667,0.333333,423.0202,0.166667,12
0,0.416667,0.333333,205.529399,0,12
30,0.083333,0,570.913732,0.083333,12
0,0,0,476.217118,0.25,12
50,1,1,4725.470314,0.083333,12
0,0.666667,0.666667,6019.766066,0,12
0,0,0,145.445603,0,12
972.01,0.583333,0.416667,968.817429,0.25,12
0,0,0,507.635447,0.090909,12
0,0.416667,0.416667,66.224535,0,12
0,0.333333,0.25,132.939468,1,12
3195.58,0.833333,0.75,1320.011574,0,12
4316.82,1,1,252.899236,1,12
431.75,0.833333,0.416667,273.503587,0,12
896,0.333333,0.166667,140.519148,0.090909,12
200,0.083333,0,3419.12662,0,12
2012.38,1,1,156.424862,0.4,12
1197.12,1,0,180.002457,0.454545,12
1759.46,0.571429,0,415.235431,0,7
0,1,1,185.055438,0.666667,12
0,0,0,983.378772,0,6
0,0,0,469.990207,0,12
86.69,0.083333,0,351.085178,0,12
463.04,1,0.583333,174.963013,1,12
0,0.5,0.5,82.436727,0.5,12
0,0.75,0.75,160.568063,0.222222,12
1296.69,0.666667,0.083333,528.790549,0.166667,12
0,0,0,206.790234,0.111111,12
585.87,1,0,182.613309,1,12
0,0,0,254.748687,0,12
0,0,0,495.630406,0,11
0,0,0,847.079637,0,12
0,0.333333,0.25,167.952263,0.222222,12
1451.5,0.571429,0,886.458108,0,7
528.08,1,0,174.894699,0.333333,12
0,0,0,1273.479311,0,12
0,0,0,428.293387,0,12
351.81,0.333333,0.083333,2473.447437,0,12
149.04,0.916667,0.75,125.693866,0.3,12
3943.37,1,0.666667,175.713135,0.916667,12
2253.76,1,0.333333,192.20043,0,12
0,0,0,663.690608,0,12
61.54,1,0.916667,251.539573,0,12
0,0,0,17.401529,0,12
141.8,0.125,0,919.289675,0,8
0,0,0,319.905806,0,12
0,0,0,,0,9
0,1,1,153.824693,0.272727,12
1319.26,0.083333,0,281.813294,0,12
2754.92,1,0.416667,196.257674,1,12
473.01,1,0.083333,1023.038321,0,12
0,0,0,448.969242,0,12
0,0,0,320.383825,0,12
0,0,0,351.844812,0,12
0,0,0,436.135143,0,12
246.89,0.5,0.416667,186.59462,0.083333,12
1409,1,1,177.970856,0.25,12
1960,0.727273,0.636364,906.390801,0,11
0,0.083333,0.083333,162.269258,0.75,12
0,0,0,111.338928,0.1,12
757.95,0.5,0.333333,946.341931,0,12
0,0,0,263.735953,0,12
1907.9,1,0.9,2766.440973,0,10
0,1,1,1347.127384,0,12
0,0,0,263.950897,0,12
139.67,0.5,0,2759.80377,0,12
0,0.333333,0.333333,199.50774,0,12
358.02,1,1,1842.75662,0,12
0,0,0,1785.269757,0,12
803.95,0.5,0,137.584907,0.666667,12
250.48,0.583333,0.5,1027.045756,0,12
0,1,1,172.53607,0.666667,12
169.8,0.916667,0.75,169.80316,0.25,12
0,0.5,0.416667,91.31394,0,12
0,0,0,176.978122,0.181818,12
0,1,1,203.382558,0.666667,12
0,0.25,0.166667,223.457783,0,12
0,0.583333,0.583333,153.140825,0.857143,12
310,0.416667,0.083333,1005.849526,0,12
66.69,1,0.833333,746.423779,0,12
1776.68,1,0.75,908.096391,0,12
0,0.416667,0.416667,1486.059666,0.083333,12
3419.92,0.5,0,7294.953939,0,12
256.1,0.916667,0.833333,288.469452,0.090909,12
0,0,0,471.642521,0.090909,12
437.6,0.083333,0,203.614145,0,12
0,0,0,160.096384,0.181818,12
0,0,0,1423.184018,0,12
40,0.5,0.416667,11760.91651,0,12
580.09,1,1,691.369848,0,12
0,0.916667,0.833333,90.478454,0.444444,12
169.19,0.083333,0,625.831281,0,12
0,0,0,185.010395,0,12
0,0.666667,0.666667,455.872675,0,12
0,0,0,1622.411952,0,12
0,0,0,2371.318646,0,12
45.65,0.083333,0,477.494152,0.083333,12
231.4,0.1,0,1522.496755,0,10
0,1,0.833333,248.438014,0,12
265.22,0.166667,0,441.115564,0,12
664.05,0.2,0,140.348508,0,10
447.5,0.416667,0,1874.457189,0,12
1036.24,0.916667,0.75,697.464133,0,12
669.88,0.25,0.166667,668.368282,0.083333,12
383.2,0.083333,0,953.456332,0,12
0,0.583333,0.5,126.337242,0.666667,12
789.45,0.416667,0,119.649702,0.111111,12
0,0.666667,0.583333,192.201279,0.142857,12
0,0,0,326.336533,0,12
0,1,1,75.944094,0.3,12
60,0.142857,0,,0,7
0,1,0.888889,131.584974,1,9
287,0.583333,0.416667,190.475641,0,12
0,1,1,171.903711,0,12
164.9,0.111111,0,244.581997,0,9
0,0,0,478.097868,0,12
0,1,1,163.00004,0.916667,12
0,0,0,226.586503,0,12
912.7,1,1,178.691151,0,12
815.7,0.5,0.416667,,0,12
170,0.083333,0,4403.024728,0,12
164.32,0.916667,0.916667,3781.907645,0,12
141.81,0.166667,0,1013.060637,0,12
220.62,0.166667,0,166.733071,0,12
1496.59,1,1,984.331832,0,12
617.54,0.454545,0.181818,1311.061985,0,11
0,0,0,368.588193,0,12
0,0.25,0.25,512.759705,0,12
1450,0.090909,0,917.567262,0,11
747.5,0.833333,0.5,267.917098,0.1,12
541.57,1,0.75,313.131912,0,12
1039.48,0.083333,0,1048.661408,0,12
1394.21,0.333333,0.166667,1485.827109,0,12
20.9,0.083333,0,483.2481,0,12
671.31,0.5,0,3129.402094,0,12
0,1,0.916667,751.654272,0,12
0,1,1,3449.632561,0,12
0,0,0,471.940554,0,12
0,1,1,1001.234058,0,12
0,0,0,122.779423,0.333333,12
0,0,0,381.272303,0,12
0,0,0,82.041959,1,12
0,0.75,0.666667,130.831887,0.555556,12
520.24,0.583333,0,785.964114,0,12
0,0.818182,0.818182,102.149848,0.714286,11
1229.42,1,0,294.622525,0,12
0,0,0,2333.795712,0,12
485.17,0.166667,0,285.884887,0,12
68.6,0.333333,0.25,137.922744,0.090909,12
0,0,0,2007.048657,0,12
0,0,0,174.872521,0.25,12
2051.52,0.583333,0.5,519.270488,0,12
50,0.083333,0,628.156487,0,12
1507.99,1,1,405.078016,0,12
0,1,1,171.75455,0.083333,12
0,1,1,170.517535,0,12
0,0,0,557.916999,0,12
472.5,0.75,0,174.283792,0.9,12
160,0.166667,0,1849.313897,0,12
0,0.416667,0.416667,825.485459,0.142857,12
4063.61,0.833333,0.5,1324.445876,0,12
858.82,0.333333,0.166667,1696.786737,0,12
0,0,0,1791.251295,0,12
140,0.166667,0.166667,311.343748,0,12
221.48,0.25,0,167.536373,0.666667,12
0,0,0,477.674801,0.090909,12
0,0.75,0.75,1511.483648,0,12
449.26,1,0,183.275472,0.181818,12
0,0.666667,0.666667,173.816768,0.75,12
0,0.333333,0.25,772.60429,0.25,12
0,0.5,0.416667,1274.178071,0.083333,12
0,0,0,2011.806301,0,8
32.74,0.833333,0.666667,141.426265,0,12
450,0.083333,0,3642.615905,0,12
600,0.833333,0,841.246469,0.1,12
315.3,0.666667,0.5,163.94759,0,12
2213.43,1,0.583333,160.547945,0.363636,12
3138.48,1,0.5,173.108861,0.636364,12
0,0.666667,0.583333,55.511514,0,12
0,0,0,556.327998,0.2,12
0,0,0,539.962551,0,12
0,0.333333,0.25,654.524925,0.111111,12
0,0,0,2053.136994,0.166667,12
0,0,0,526.384797,0,12
0,0,0,216.74072,0,12
679.3,0.833333,0.833333,1748.463874,0,12
764.16,1,1,1060.456777,0,12
1291.62,0.916667,0.666667,1439.224679,0,12
107,0.083333,0,569.623112,0,12
0,0.333333,0.25,13453.34489,0,12
330.8,0.583333,0.166667,127.194961,0.166667,12
290.29,0.666667,0.583333,212.402519,0,12
166.2,0.25,0,97.531842,0.181818,12
0,0.5,0.5,,0,12
42,0.166667,0.083333,6720.689968,0,12
0,0,0,726.990921,0,12
100,1,1,193.607553,0.1,12
0,0,0,897.54649,0,12
6157.74,1,1,206.810115,0.8,12
0,0,0,708.562869,0,12
0,0.416667,0.416667,79.973646,0,12
2364.85,1,0,134.457412,0.444444,12
0,0,0,373.241553,0,6
257.72,0.333333,0.166667,126.895337,0,12
531,0.916667,0.916667,191.619507,0.083333,12
175.8,0.444444,0,219.384407,0,9
1685.35,0.666667,0.583333,265.118787,0.166667,12
1141.55,0.583333,0.333333,1474.409318,0,12
0,0.833333,0.833333,171.362848,0,12
0,0,0,69.53986,0,12
391.86,1,0.5,418.490057,0,12
0,0,0,198.854631,0.1,12
2214.86,1,1,312.167299,0.181818,12
1262.6,0.583333,0.416667,533.024631,0.083333,12
127,0.166667,0,141.377809,0,12
320,0.5,0,502.888727,0,8
0,0,0,337.86934,0,12
6345.65,0.916667,0.833333,6567.292367,0.083333,12
227.6,0.416667,0.416667,1979.44478,0,12
0,0,0,855.02392,0,12
0,1,1,99.218174,0.545455,12
1580.98,0.833333,0.5,167.050694,0.166667,12
794.53,0.090909,0,150.284972,0.1,11
0,1,1,673.097985,0,12
192,0.333333,0.25,177.17546,1,12
0,0,0,7464.326611,0,12
1044.28,0.916667,0.75,1591.416385,0,12
0,0,0,116.200667,0.1,12
0,0,0,501.485565,0.25,12
856.09,0.416667,0.166667,502.623056,0.090909,12
0,0,0,749.955592,0,12
0,0.083333,0.083333,1661.518089,0.083333,12
2099.89,1,0,176.361201,0,12
113.45,1,0.916667,585.808957,0,12
2971.8,0.916667,0.833333,680.435223,0,12
462,0.166667,0,1541.756326,0,12
198.27,0.166667,0,524.180778,0,12
50.59,1,1,183.608716,0.916667,12
0,0.857143,0.714286,68.752646,1,7
3474.35,1,1,287.30865,0.083333,12
1100.23,0.666667,0.416667,195.306688,0,12
207.09,0.916667,0.916667,176.247286,0.083333,12
0,0,0,287.740551,0,12
377.07,0.25,0,157.18024,0.25,12
369.52,0.583333,0,3772.048542,0,12
0,0,0,847.170642,0,12
2789.85,1,0.666667,211.715095,0.416667,12
703.23,1,0,1377.09619,0,12
260.68,1,1,671.845831,0,12
1994.34,1,0.833333,899.222632,0,12
1516.3,1,1,915.744891,0,12
0,0,0,527.787946,0,12
901.92,1,0.4,757.902835,0,10
0,0.5,0.416667,91.316321,0.555556,12
555,1,1,184.880812,0.666667,12
129,0.083333,0,72.930255,0.090909,12
0,1,1,152.775223,0.3,12
538.01,0.75,0.583333,145.25185,0.181818,12
0,0,0,260.253382,0.25,12
97.5,0.636364,0.454545,486.579542,0.111111,11
0,0,0,736.750992,0,12
0,0.5,0.5,124.844559,0,12
530.5,0.25,0,482.499021,0,12
598.5,0.333333,0,28483.25483,0,12
0,0.333333,0.333333,758.082192,0,12
1330.91,1,0.083333,179.371816,0.75,12
646,0.5,0.416667,323.619258,0,12
1618.72,1,0.416667,505.65312,0,12
0,0,0,726.008517,0,12
0,0.25,0.25,2791.675875,0,12
201.99,0.75,0.666667,127.360837,0.727273,12
1013.17,0.75,0.25,1030.266046,0,12
2080.87,0.666667,0.5,2129.183138,0,12
455.62,1,1,725.200106,0,12
90,0.083333,0,666.121142,0,12
1499.12,0.833333,0.083333,128.359788,0.272727,12
422.78,0.25,0.083333,119.325453,1,12
0,0.636364,0.636364,26378.90782,0,11
214.38,0.083333,0,178.665615,0,12
600,0.083333,0,77.300437,0,12
686.01,0.25,0.166667,579.876616,0,12
0,0,0,3032.250188,0,12
1217.02,1,1,296.563549,0,12
0,0,0,1298.976568,0,11
0,0.333333,0.333333,995.233726,0,12
2339.79,1,0,1486.657279,0,12
0,0,0,136.403124,0,10
0,0,0,407.848117,0,12
448.15,1,0,174.871144,0,12
2406.97,0.916667,0.333333,383.565211,0,12
943.94,1,0.583333,179.358734,0.916667,12
250,0.083333,0,84.417079,0,12
1164.35,1,1,178.551031,1,12
0,0.5,0.5,853.500194,0,12
824.1,0.166667,0,143.140487,1,12
1761.23,0.833333,0.666667,596.134475,0,12
0,0.333333,0.25,945.633907,0,12
640.17,0.416667,0.333333,185.120378,0.25,12
0,0.833333,0.833333,162.988745,0,12
689.4,1,0,610.758681,0,12
5921.26,0.833333,0.666667,621.422606,0.083333,12
48.22,0.083333,0,542.822761,0,12
437.08,0.75,0.583333,476.229722,0,12
395,0.166667,0,457.010558,0,12
0,0,0,637.003067,0.5,6
3340.05,1,0.083333,192.523653,1,12
0,0.416667,0.333333,160.229568,0,12
0,0,0,967.007841,0,7
311.2,0.166667,0,181.243059,0,12
0,0,0,551.975557,0,12
0,0.5,0.5,73.301702,0.5,12
215,1,1,2494.776569,0.916667,12
2370,1,1,11652.56511,0,12
0,0,0,928.776392,0,12
0,0,0,411.733393,0,7
844.38,0.5,0,532.652119,0,12
1093.67,0.75,0.583333,235.241959,0,12
0,0,0,1046.614165,0,12
0,0,0,271.364415,0.090909,11
0,0,0,947.744413,0,12
324,0.166667,0,542.325234,0,12
0,0.75,0.75,1233.335517,0,12
3237.47,0.75,0,124.831219,0.571429,12
2396.6,1,0.916667,2046.519248,0,12
35,0.166667,0.166667,3239.395001,0,12
0,0,0,87.872257,0.1,12
3403.79,1,0.916667,172.078686,0.25,12
0,0,0,184.544674,0,12
0,0.333333,0.25,2603.406476,0,12
0,0.333333,0.25,1362.581887,0,12
299.38,0.166667,0,89.772488,0,12
0,1,0.916667,21.497533,0,12
940.51,1,0.833333,187.544352,0.916667,12
127.46,0.083333,0,486.378735,0,12
0,0,0,357.297959,0,11
0,0,0,477.915036,0,12
546.02,1,0.833333,176.899874,0.75,12
0,1,1,142.377232,0.5,12
0,1,1,203.340471,0,12
189,0.666667,0.666667,68.395337,0,12
0,0,0,398.031823,0.111111,12
695.9,0.833333,0.666667,3777.37996,0,12
0,0.916667,0.916667,182.870068,0.454545,12
104.38,1,1,1537.985,0,12
0,0.583333,0.583333,104.212617,0.142857,12
0,0.5,0.416667,194.174903,1,12
0,0,0,424.424148,0,12
1137.55,0.333333,0,667.805708,0,12
1213.23,0.25,0,178.416838,0,12
428.16,0.333333,0,688.847827,0,12
0,0,0,353.608086,0,12
0,0,0,1561.708701,0.083333,12
0,0.333333,0.333333,178.107513,0.666667,12
423.89,0.333333,0.166667,467.519551,0,12
0,0,0,687.719999,0,12
530.19,0.333333,0.25,328.249203,0,12
0,0,0,1757.148202,0,12
408.97,1,1,199.539528,0.75,12
0,0,0,2544.866539,0,12
3169.2,1,1,2411.305205,0,12
1260.08,0.916667,0.916667,688.1366,0,12
0,1,1,940.657454,0,12
681.69,0.833333,0.416667,857.418392,0,12
0,0.166667,0.166667,115.03558,0,12
115,0.916667,0.833333,838.137478,0.083333,12
664.73,0.416667,0.25,786.58816,0,12
636.83,0.666667,0,182.978696,0.416667,12
989.32,0.090909,0,2540.084696,0,11
0,0.333333,0.333333,846.724721,0,12
334.73,0.083333,0,117.297542,0.25,12
961.12,0.333333,0,373.884808,0,12
73.45,0.166667,0,163.322311,0,12
0,0,0,,0,12
0,0,0,650.087006,0.083333,12
269.53,1,1,186.053091,0,12
70,0.5,0.4,656.858685,0,10
0,0,0,1242.754558,0,12
0,0,0,1167.409427,0.090909,12
0,0,0,427.337579,0,8
65.5,0.083333,0,1900.025531,0,12
0,1,1,1929.692587,0,12
0,1,1,162.312596,0,12
94.7,0.5,0.333333,166.661302,0,12
83,0.083333,0,1221.251121,0,12
0,0.166667,0.166667,134.693402,0.666667,12
0,0,0,212.446542,0,6
4000,0.333333,0.333333,1596.221236,0,12
0,0.083333,0.083333,17563.48542,0,12
63.2,1,1,133.973858,0.4,12
237.4,0.833333,0.833333,337.179545,0,12
0,0.666667,0.666667,110.286711,0.181818,12
0,0.5,0.5,148.763367,0,12
356.64,1,1,227.352478,0.25,12
107.89,1,1,4716.185183,0,12
1024.83,1,0.916667,383.572166,0,12
0,1,0.875,129.155038,0.571429,8
492.04,0.583333,0.166667,201.679842,0,12
113,0.1,0,234.552176,0,10
50.85,0.166667,0,309.02637,0,12
1053.52,0.416667,0,67.064056,0.125,12
205.84,0.25,0,202.93187,0,12
22,0.454545,0.454545,,0,11
3502.36,0.916667,0.166667,395.409663,0,12
209.33,0.916667,0.833333,169.47941,0.25,12
0,0,0,761.962503,1,12
0,1,1,409.222015,0,12
63.9,1,1,168.169675,0.166667,12
2272.02,0.916667,1,646.953153,0,12
0,0.583333,0.5,82.062989,0.454545,12
73.04,0.25,0.166667,919.874346,0,12
70,0.416667,0.166667,293.907914,0,12
0,0,0,586.763635,0.083333,12
0,0,0,2135.03681,0,12
60.3,0.083333,0,,0,12
900.45,0.083333,0,74.503021,0,12
0,0,0,527.241747,0,12
2500.8,0.75,0.333333,403.49587,0,12
0,0,0,994.387979,0,12
0,0,0,216.205066,0,12
0,1,1,142.818479,0.454545,12
3342.9,1,1,379.022468,0,12
0,1,1,165.016896,0.583333,12
0,0,0,393.227405,0,12
0,1,1,170.167003,0.142857,12
0,0,0,587.545978,0,12
0,0,0,202.931859,0,12
0,0,0,1513.375079,0.25,7
0,0,0,2042.217585,0,12
0,0,0,258.649795,0,12
0,0.666667,0.666667,156.052167,0.545455,12
0,0,0,1158.232955,0.125,12
0,0,0,238.961902,0,12
0,0,0,482.666125,0,12
0,0.25,0.25,128.525835,0.666667,12
95.67,0.083333,0,892.599825,0,12
0,0,0,216.581883,0.083333,12
0,0,0,1515.023913,0,12
0,1,1,302.284864,0,12
825.96,0.333333,0,308.812474,0,6
964.67,0.3,0,605.921914,0,10
997.1,0.75,0.583333,159.46795,0.555556,12
111.39,0.166667,0,751.683377,0.333333,12
197.7,0.25,0,630.117605,0,12
0,0,0,283.564425,0,12
0,0,0,509.410087,0,12
0,0,0,1055.467811,0,12
0,0.5,0.5,1488.472099,0,12
0,1,1,191.914428,0.916667,12
0,0.916667,0.833333,179.454519,1,12
0,0,0,916.41672,0,12
193.1,1,1,2575.138832,0,12
0,0,0,1263.872069,0,12
0,0,0,206.591708,0,11
0,0,0,1782.085048,0,12
0,0.5,0.416667,858.092813,0.083333,12
0,0,0,2916.278944,0,12
123.5,0.583333,0.333333,45.492655,0,12
110,0.083333,0,438.752592,0,12
154.5,0.083333,0,30.229283,0,12
19150.02,1,0.583333,1966.191831,0,12
902.43,0.5,0,705.466936,0,12
