BALANCE_FREQUENCY,ONEOFF_PURCHASES,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,MINIMUM_PAYMENTS,TENURE
1,0,0,0,495.630406,11
1,0,0,0,847.079637,12
0.909091,0,0,0.25,167.952263,12
0.857143,1451.5,0.571429,0,886.458108,7
1,528.08,1,0,174.894699,12
1,0,0,0,1273.479311,12
1,0,0,0,428.293387,12
1,351.81,0.25,0.083333,2473.447437,12
1,149.04,0.25,0.75,125.693866,12
1,3943.37,1,0.666667,175.713135,12
1,2253.76,1,0.333333,192.20043,12
1,0,0,0,663.690608,12
1,61.54,0.083333,0.916667,251.539573,12
0.363636,0,0,0,17.401529,12
1,141.8,0.125,0,919.289675,8
1,0,0,0,319.905806,12
0.111111,0,0,0,,9
1,0,0,1,153.824693,12
1,1319.26,0.083333,0,281.813294,12
1,2754.92,1,0.416667,196.257674,12
1,473.01,1,0.083333,1023.038321,12
1,0,0,0,448.969242,12
1,0,0,0,320.383825,12
1,0,0,0,351.844812,12
0.636364,0,0,0,436.135143,12
1,246.89,0.083333,0.416667,186.59462,12
1,1409,0.083333,1,177.970856,12
0.909091,1960,0.090909,0.636364,906.390801,11
0.272727,0,0,0.083333,162.269258,12
0.909091,0,0,0,111.338928,12
1,757.95,0.333333,0.333333,946.341931,12
1,0,0,0,263.735953,12
1,1907.9,0.3,0.9,2766.440973,10
0.727273,0,0,1,1347.127384,12
1,0,0,0,263.950897,12
1,139.67,0.5,0,2759.80377,12
1,0,0,0.333333,199.50774,12
1,358.02,0.083333,1,1842.75662,12
1,0,0,0,1785.269757,12
0.818182,803.95,0.5,0,137.584907,12
1,250.48,0.083333,0.5,1027.045756,12
1,0,0,1,172.53607,12
1,169.8,0.166667,0.75,169.80316,12
1,0,0,0.416667,91.31394,12
0.818182,0,0,0,176.978122,12
1,0,0,1,203.382558,12
1,0,0,0.166667,223.457783,12
0.636364,0,0,0.583333,153.140825,12
1,310,0.416667,0.083333,1005.849526,12
1,66.69,0.25,0.833333,746.423779,12
1,1776.68,1,0.75,908.096391,12
1,0,0,0.416667,1486.059666,12
1,3419.92,0.5,0,7294.953939,12
0.909091,256.1,0.25,0.833333,288.469452,12
0.909091,0,0,0,471.642521,12
0.545455,437.6,0.083333,0,203.614145,12
1,0,0,0,160.096384,12
1,0,0,0,1423.184018,12
1,40,0.083333,0.416667,11760.91651,12
1,580.09,0.583333,1,691.369848,12
0.727273,0,0,0.833333,90.478454,12
1,169.19,0.083333,0,625.831281,12
1,0,0,0,185.010395,12
1,0,0,0.666667,455.872675,12
1,0,0,0,1622.411952,12
1,0,0,0,2371.318646,12
1,45.65,0.083333,0,477.494152,12
1,231.4,0.1,0,1522.496755,10
1,0,0,0.833333,248.438014,12
1,265.22,0.166667,0,441.115564,12
1,664.05,0.2,0,140.348508,10
1,447.5,0.416667,0,1874.457189,12
1,1036.24,0.416667,0.75,697.464133,12
1,669.88,0.25,0.166667,668.368282,12
1,383.2,0.083333,0,953.456332,12
0.727273,0,0,0.5,126.337242,12
0.818182,789.45,0.416667,0,119.649702,12
0.727273,0,0,0.583333,192.201279,12
1,0,0,0,326.336533,12
1,0,0,1,75.944094,12
0.142857,60,0.142857,0,,7
1,0,0,0.888889,131.584974,9
1,287,0.083333,0.416667,190.475641,12
1,0,0,1,171.903711,12
0.777778,164.9,0.111111,0,244.581997,9
1,0,0,0,478.097868,12
1,0,0,1,163.00004,12
0.272727,0,0,0,226.586503,12
1,912.7,1,1,178.691151,12
0,815.7,0.166667,0.416667,,12
1,170,0.083333,0,4403.024728,12
1,164.32,0.083333,0.916667,3781.907645,12
1,141.81,0.166667,0,1013.060637,12
1,220.62,0.166667,0,166.733071,12
1,1496.59,0.75,1,984.331832,12
1,617.54,0.454545,0.181818,1311.061985,11
1,0,0,0,368.588193,12
1,0,0,0.25,512.759705,12
0.909091,1450,0.090909,0,917.567262,11
1,747.5,0.5,0.5,267.917098,12
1,541.57,0.166667,0.75,313.131912,12
1,1039.48,0.083333,0,1048.661408,12
1,1394.21,0.333333,0.166667,1485.827109,12
1,20.9,0.083333,0,483.2481,12
1,671.31,0.5,0,3129.402094,12
1,0,0,0.916667,751.654272,12
1,0,0,1,3449.632561,12
1,0,0,0,471.940554,12
1,0,0,1,1001.234058,12
0.818182,0,0,0,122.779423,12
1,0,0,0,381.272303,12
0.454545,0,0,0,82.041959,12
0.909091,0,0,0.666667,130.831887,12
1,520.24,0.583333,0,785.964114,12
0.727273,0,0,0.818182,102.149848,11
1,1229.42,1,0,294.622525,12
1,0,0,0,2333.795712,12
1,485.17,0.166667,0,285.884887,12
0.727273,68.6,0.083333,0.25,137.922744,12
1,0,0,0,2007.048657,12
0.818182,0,0,0,174.872521,12
1,2051.52,0.5,0.5,519.270488,12
1,50,0.083333,0,628.156487,12
1,1507.99,0.833333,1,405.078016,12
1,0,0,1,171.75455,12
1,0,0,1,170.517535,12
1,0,0,0,557.916999,12
0.818182,472.5,0.75,0,174.283792,12
1,160,0.166667,0,1849.313897,12
0.727273,0,0,0.416667,825.485459,12
1,4063.61,0.75,0.5,1324.445876,12
1,858.82,0.166667,0.166667,1696.786737,12
1,0,0,0,1791.251295,12
1,140,0.166667,0.166667,311.343748,12
0.363636,221.48,0.25,0,167.536373,12
1,0,0,0,477.674801,12
1,0,0,0.75,1511.483648,12
0.909091,449.26,1,0,183.275472,12
1,0,0,0.666667,173.816768,12
0.727273,0,0,0.25,772.60429,12
1,0,0,0.416667,1274.178071,12
0.625,0,0,0,2011.806301,8
0.909091,32.74,0.083333,0.666667,141.426265,12
1,450,0.083333,0,3642.615905,12
1,600,0.833333,0,841.246469,12
1,315.3,0.166667,0.5,163.94759,12
1,2213.43,1,0.583333,160.547945,12
1,3138.48,0.833333,0.5,173.108861,12
0.818182,0,0,0.583333,55.511514,12
1,0,0,0,556.327998,12
1,0,0,0,539.962551,12
0.909091,0,0,0.25,654.524925,12
0.636364,0,0,0,2053.136994,12
1,0,0,0,526.384797,12
1,0,0,0,216.74072,12
1,679.3,0.333333,0.833333,1748.463874,12
1,764.16,0.5,1,1060.456777,12
1,1291.62,0.75,0.666667,1439.224679,12
0.636364,107,0.083333,0,569.623112,12
1,0,0,0.25,13453.34489,12
0.818182,330.8,0.416667,0.166667,127.194961,12
1,290.29,0.25,0.583333,212.402519,12
0.545455,166.2,0.25,0,97.531842,12
0.090909,0,0,0.5,,12
1,42,0.083333,0.083333,6720.689968,12
1,0,0,0,726.990921,12
1,100,0.083333,1,193.607553,12
1,0,0,0,897.54649,12
1,6157.74,0.583333,1,206.810115,12
1,0,0,0,708.562869,12
0.545455,0,0,0.416667,79.973646,12
1,2364.85,1,0,134.457412,12
1,0,0,0,373.241553,6
0.818182,257.72,0.083333,0.166667,126.895337,12
1,531,0.25,0.916667,191.619507,12
0.777778,175.8,0.444444,0,219.384407,9
0.727273,1685.35,0.5,0.583333,265.118787,12
1,1141.55,0.25,0.333333,1474.409318,12
1,0,0,0.833333,171.362848,12
0.454545,0,0,0,69.53986,12
1,391.86,1,0.5,418.490057,12
1,0,0,0,198.854631,12
0.909091,2214.86,0.833333,1,312.167299,12
1,1262.6,0.333333,0.416667,533.024631,12
0.545455,127,0.166667,0,141.377809,12
0.875,320,0.5,0,502.888727,8
1,0,0,0,337.86934,12
1,6345.65,0.25,0.833333,6567.292367,12
1,227.6,0.416667,0.416667,1979.44478,12
1,0,0,0,855.02392,12
0.545455,0,0,1,99.218174,12
1,1580.98,0.5,0.5,167.050694,12
0.909091,794.53,0.090909,0,150.284972,11
0.545455,0,0,1,673.097985,12
0.363636,192,0.083333,0.25,177.17546,12
1,0,0,0,7464.326611,12
1,1044.28,0.416667,0.75,1591.416385,12
0.545455,0,0,0,116.200667,12
0.545455,0,0,0,501.485565,12
0.727273,856.09,0.166667,0.166667,502.623056,12
1,0,0,0,749.955592,12
1,0,0,0.083333,1661.518089,12
1,2099.89,1,0,176.361201,12
1,113.45,0.166667,0.916667,585.808957,12
1,2971.8,0.583333,0.833333,680.435223,12
1,462,0.166667,0,1541.756326,12
1,198.27,0.166667,0,524.180778,12
1,50.59,0.166667,1,183.608716,12
0.428571,0,0,0.714286,68.752646,7
1,3474.35,0.916667,1,287.30865,12
1,1100.23,0.5,0.416667,195.306688,12
1,207.09,0.25,0.916667,176.247286,12
1,0,0,0,287.740551,12
0.454545,377.07,0.25,0,157.18024,12
1,369.52,0.583333,0,3772.048542,12
1,0,0,0,847.170642,12
1,2789.85,1,0.666667,211.715095,12
1,703.23,1,0,1377.09619,12
1,260.68,0.25,1,671.845831,12
1,1994.34,1,0.833333,899.222632,12
1,1516.3,0.75,1,915.744891,12
1,0,0,0,527.787946,12
1,901.92,1,0.4,757.902835,10
0.636364,0,0,0.416667,91.316321,12
1,555,0.166667,1,184.880812,12
0.454545,129,0.083333,0,72.930255,12
1,0,0,1,152.775223,12
0.727273,538.01,0.333333,0.583333,145.25185,12
0.545455,0,0,0,260.253382,12
1,97.5,0.090909,0.454545,486.579542,11
1,0,0,0,736.750992,12
1,0,0,0.5,124.844559,12
1,530.5,0.25,0,482.499021,12
1,598.5,0.333333,0,28483.25483,12
1,0,0,0.333333,758.082192,12
1,1330.91,1,0.083333,179.371816,12
1,646,0.166667,0.416667,323.619258,12
1,1618.72,1,0.416667,505.65312,12
1,0,0,0,726.008517,12
1,0,0,0.25,2791.675875,12
0.818182,201.99,0.25,0.666667,127.360837,12
1,1013.17,0.583333,0.25,1030.266046,12
1,2080.87,0.416667,0.5,2129.183138,12
1,455.62,0.166667,1,725.200106,12
1,90,0.083333,0,666.121142,12
1,1499.12,0.833333,0.083333,128.359788,12
0.272727,422.78,0.25,0.083333,119.325453,12
1,0,0,0.636364,26378.90782,11
0.181818,214.38,0.083333,0,178.665615,12
0.545455,600,0.083333,0,77.300437,12
1,686.01,0.166667,0.166667,579.876616,12
1,0,0,0,3032.250188,12
1,1217.02,1,1,296.563549,12
1,0,0,0,1298.976568,11
1,0,0,0.333333,995.233726,12
1,2339.79,1,0,1486.657279,12
0.4,0,0,0,136.403124,10
1,0,0,0,407.848117,12
1,448.15,1,0,174.871144,12
1,2406.97,0.666667,0.333333,383.565211,12
1,943.94,1,0.583333,179.358734,12
0.090909,250,0.083333,0,84.417079,12
1,1164.35,0.583333,1,178.551031,12
1,0,0,0.5,853.500194,12
0.454545,824.1,0.166667,0,143.140487,12
1,1761.23,0.5,0.666667,596.134475,12
1,0,0,0.25,945.633907,12
1,640.17,0.083333,0.333333,185.120378,12
1,0,0,0.833333,162.988745,12
1,689.4,1,0,610.758681,12
1,5921.26,0.833333,0.666667,621.422606,12
1,48.22,0.083333,0,542.822761,12
1,437.08,0.416667,0.583333,476.229722,12
1,395,0.166667,0,457.010558,12
0.666667,0,0,0,637.003067,6
1,3340.05,1,0.083333,192.523653,12
0.818182,0,0,0.333333,160.229568,12
0.714286,0,0,0,967.007841,7
1,311.2,0.166667,0,181.243059,12
0.909091,0,0,0,551.975557,12
0.272727,0,0,0.5,73.301702,12
1,215,0.083333,1,2494.776569,12
1,2370,0.5,1,11652.56511,12
1,0,0,0,928.776392,12
1,0,0,0,411.733393,7
1,844.38,0.5,0,532.652119,12
1,1093.67,0.583333,0.583333,235.241959,12
1,0,0,0,1046.614165,12
1,0,0,0,271.364415,11
1,0,0,0,947.744413,12
1,324,0.166667,0,542.325234,12
1,0,0,0.75,1233.335517,12
1,3237.47,0.75,0,124.831219,12
1,2396.6,0.833333,0.916667,2046.519248,12
0.727273,35,0.083333,0.166667,3239.395001,12
0.818182,0,0,0,87.872257,12
1,3403.79,1,0.916667,172.078686,12
0.818182,0,0,0,184.544674,12
1,0,0,0.25,2603.406476,12
0.636364,0,0,0.25,1362.581887,12
0.363636,299.38,0.166667,0,89.772488,12
0.454545,0,0,0.916667,21.497533,12
1,940.51,0.666667,0.833333,187.544352,12
1,127.46,0.083333,0,486.378735,12
1,0,0,0,357.297959,11
0.545455,0,0,0,477.915036,12
1,546.02,1,0.833333,176.899874,12
1,0,0,1,142.377232,12
1,0,0,1,203.340471,12
0.363636,189,0.083333,0.666667,68.395337,12
0.909091,0,0,0,398.031823,12
1,695.9,0.416667,0.666667,3777.37996,12
0.909091,0,0,0.916667,182.870068,12
1,104.38,0.166667,1,1537.985,12
0.636364,0,0,0.583333,104.212617,12
0.545455,0,0,0.416667,194.174903,12
1,0,0,0,424.424148,12
1,1137.55,0.333333,0,667.805708,12
0.545455,1213.23,0.25,0,178.416838,12
1,428.16,0.333333,0,688.847827,12
1,0,0,0,353.608086,12
1,0,0,0,1561.708701,12
0.636364,0,0,0.333333,178.107513,12
1,423.89,0.083333,0.166667,467.519551,12
1,0,0,0,687.719999,12
1,530.19,0.333333,0.25,328.249203,12
1,0,0,0,1757.148202,12
1,408.97,0.333333,1,199.539528,12
1,0,0,0,2544.866539,12
1,3169.2,0.75,1,2411.305205,12
1,1260.08,0.083333,0.916667,688.1366,12
1,0,0,1,940.657454,12
1,681.69,0.75,0.416667,857.418392,12
1,0,0,0.166667,115.03558,12
1,115,0.083333,0.833333,838.137478,12
0.818182,664.73,0.166667,0.25,786.58816,12
1,636.83,0.666667,0,182.978696,12
1,989.32,0.090909,0,2540.084696,11
1,0,0,0.333333,846.724721,12
0.818182,334.73,0.083333,0,117.297542,12
1,961.12,0.333333,0,373.884808,12
0.636364,73.45,0.166667,0,163.322311,12
1,0,0,0,,12
1,0,0,0,650.087006,12
1,269.53,0.166667,1,186.053091,12
0.9,70,0.2,0.4,656.858685,10
1,0,0,0,1242.754558,12
1,0,0,0,1167.409427,12
1,0,0,0,427.337579,8
1,65.5,0.083333,0,1900.025531,12
1,0,0,1,1929.692587,12
1,0,0,1,162.312596,12
1,94.7,0.166667,0.333333,166.661302,12
1,83,0.083333,0,1221.251121,12
0.181818,0,0,0.166667,134.693402,12
1,0,0,0,212.446542,6
1,4000,0.083333,0.333333,1596.221236,12
1,0,0,0.083333,17563.48542,12
1,63.2,0.083333,1,133.973858,12
1,237.4,0.083333,0.833333,337.179545,12
0.727273,0,0,0.666667,110.286711,12
0.727273,0,0,0.5,148.763367,12
1,356.64,0.5,1,227.352478,12
1,107.89,0.083333,1,4716.185183,12
1,1024.83,0.333333,0.916667,383.572166,12
1,0,0,0.875,129.155038,8
1,492.04,0.416667,0.166667,201.679842,12
1,113,0.1,0,234.552176,10
1,50.85,0.166667,0,309.02637,12
0.545455,1053.52,0.416667,0,67.064056,12
1,205.84,0.25,0,202.93187,12
0,22,0.090909,0.454545,,11
1,3502.36,0.916667,0.166667,395.409663,12
1,209.33,0.083333,0.833333,169.47941,12
0.181818,0,0,0,761.962503,12
1,0,0,1,409.222015,12
1,63.9,0.083333,1,168.169675,12
1,2272.02,0.666667,1,646.953153,12
0.636364,0,0,0.5,82.062989,12
1,73.04,0.083333,0.166667,919.874346,12
1,70,0.166667,0.166667,293.907914,12
1,0,0,0,586.763635,12
1,0,0,0,2135.03681,12
0.181818,60.3,0.083333,0,,12
0.454545,900.45,0.083333,0,74.503021,12
1,0,0,0,527.241747,12
1,2500.8,0.666667,0.333333,403.49587,12
1,0,0,0,994.387979,12
1,0,0,0,216.205066,12
1,0,0,1,142.818479,12
1,3342.9,0.25,1,379.022468,12
1,0,0,1,165.016896,12
1,0,0,0,393.227405,12
1,0,0,1,170.167003,12
1,0,0,0,587.545978,12
0.818182,0,0,0,202.931859,12
0.714286,0,0,0,1513.375079,7
1,0,0,0,2042.217585,12
0.818182,0,0,0,258.649795,12
1,0,0,0.666667,156.052167,12
0.727273,0,0,0,1158.232955,12
1,0,0,0,238.961902,12
1,0,0,0,482.666125,12
0.181818,0,0,0.25,128.525835,12
1,95.67,0.083333,0,892.599825,12
1,0,0,0,216.581883,12
1,0,0,0,1515.023913,12
1,0,0,1,302.284864,12
1,825.96,0.333333,0,308.812474,6
1,964.67,0.3,0,605.921914,10
0.818182,997.1,0.666667,0.583333,159.46795,12
0.181818,111.39,0.166667,0,751.683377,12
1,197.7,0.25,0,630.117605,12
1,0,0,0,283.564425,12
1,0,0,0,509.410087,12
1,0,0,0,1055.467811,12
1,0,0,0.5,1488.472099,12
1,0,0,1,191.914428,12
1,0,0,0.833333,179.454519,12
1,0,0,0,916.41672,12
1,193.1,0.166667,1,2575.138832,12
1,0,0,0,1263.872069,12
0.909091,0,0,0,206.591708,11
1,0,0,0,1782.085048,12
1,0,0,0.416667,858.092813,12
1,0,0,0,2916.278944,12
0.545455,123.5,0.166667,0.333333,45.492655,12
1,110,0.083333,0,438.752592,12
0.272727,154.5,0.083333,0,30.229283,12
1,19150.02,1,0.583333,1966.191831,12
1,902.43,0.5,0,705.466936,12
1,188,0.166667,1,191.872793,12
1,188,0.166667,0,1063.696942,12
1,120,0.125,0,712.986387,8
1,873.85,0.916667,0.083333,457.013405,12
1,2762,0.916667,0.583333,1002.946812,12
1,25.52,0.083333,0.666667,404.768221,12
1,0,0,1,164.423401,12
1,177,0.166667,0.166667,1315.504162,12
1,0,0,0,334.301206,12
0.545455,0,0,0.416667,70.915266,12
0.909091,849.78,0.454545,0,1314.593462,11
0.909091,0,0,0.454545,371.913747,11
0.818182,301.07,0.083333,0,133.935004,12
1,2341.16,1,1,408.293375,12
1,333,0.083333,0.333333,169.341588,12
1,1425.13,0.666667,0.25,976.996811,12
1,4646.02,1,1,194.433112,12
1,0,0,0,637.350978,12
0.727273,0,0,0.666667,127.799107,12
0.857143,26.8,0.142857,0,256.522546,7
1,0,0,0,711.894455,12
1,39,0.083333,0.916667,181.773223,12
1,0,0,0,452.084802,12
1,99,0.166667,0,1143.067027,12
1,45.65,0.083333,0.5,1319.508567,12
1,901.5,0.25,1,177.323148,12
1,260.45,0.25,0.75,362.83664,12
0.545455,224.4,0.166667,0,151.08003,12
1,487.74,0.416667,0.583333,616.430163,12
0.636364,0,0,0,114.23108,12
0.090909,0,0,0,46.573054,12
1,1770,0.166667,0,365.78324,12
1,0,0,1,144.362561,12
1,1278.5,0.166667,0,327.424876,12
1,718.75,0.583333,1,1243.191013,12
1,2706.59,0.916667,0.5,185.983855,12
1,984.31,1,0,2591.170425,12
0.545455,1013.6,0.166667,0,103.601608,12
1,2833.13,1,1,177.54056,12
1,833.98,1,0,184.13146,8
1,0,0,0,294.178618,12
1,101,0.166667,1,188.138313,12
1,422.17,0.333333,0.5,908.470064,12
1,150,0.166667,1,1618.005527,12
1,0,0,0.5,2595.876353,12
1,563,0.25,0.25,360.636863,12
0.636364,228.87,0.25,0.666667,246.495299,12
1,1853.11,0.666667,0.416667,220.745296,12
1,1680.7,0.166667,1,373.988419,12
0.6,274.65,0.2,0.3,103.297347,10
1,3408.01,0.916667,0,242.410057,12
1,1607.39,0.416667,0.75,862.981582,12
1,0,0,0.75,2553.534465,12
1,0,0,1,181.029848,12
1,554.79,0.916667,0,226.781819,12
1,0,0,0,626.771938,12
1,0,0,0.916667,172.234687,12
0.454545,0,0,0.25,64.695731,12
1,4327.31,1,0.333333,287.805087,12
1,83.47,0.083333,0,219.056873,12
1,124.88,0.166667,0.166667,1923.472385,12
1,0,0,0,193.298562,12
0.636364,0,0,0,291.847732,12
1,354.92,0.25,0,642.622594,12
1,80.5,0.083333,0.75,1540.518189,12
1,0,0,0,566.002062,12
1,0,0,0,538.346874,6
1,0,0,0,1915.072549,12
1,0,0,0,158.639188,10
1,0,0,1,195.362332,12
1,0,0,0.666667,2951.847301,12
1,0,0,0,510.935129,12
0.818182,215,0.083333,0,182.994424,12
0.888889,1570.04,0.444444,0.555556,1409.800552,9
1,150,0.083333,0,1683.482088,12
1,509.87,0.363636,0.272727,212.361801,11
1,120,0.083333,0,299.386794,12
0.666667,1864.5,0.333333,0,215.542334,6
1,170,0.416667,0,479.239093,12
1,1344.85,0.416667,0,600.505507,12
0.818182,253.6,0.25,0.416667,134.295856,12
1,0,0,0.666667,166.325041,12
1,664.83,0.083333,0.583333,310.674253,12
1,2236.68,1,1,2605.968939,12
1,0,0,0.916667,160.56702,12
1,669.19,1,0,173.672316,12
1,270.21,1,0,199.633262,12
1,1518.4,0.5,0.5,389.675365,12
1,0,0,0,213.351598,12
1,652.24,0.583333,0,669.585057,12
1,35.25,0.25,0.75,199.811334,12
1,42.66,0.083333,0.166667,1669.058818,12
1,0,0,0.833333,182.388625,12
1,0,0,0.083333,235.957305,12
0.181818,80.06,0.083333,0,,12
1,0,0,0,236.775013,12
0.363636,0,0,0.25,796.476168,12
1,626.23,0.666667,0.75,263.48702,12
0,0,0,0.25,,12
1,0,0,0,526.749661,12
0.909091,0,0,0.416667,138.908017,12
1,739.96,1,0.166667,216.592529,12
1,127.28,0.166667,0.916667,4342.944882,12
1,150,0.083333,0,371.232676,12
0.545455,0,0,0,486.647187,12
1,0,0,0,286.673785,12
1,0,0,0,443.781316,11
0.363636,60.27,0.166667,0.083333,132.441551,12
1,513.78,0.25,0.666667,1872.752158,12
1,482.21,0.416667,0.833333,451.556429,12
0.909091,1130.25,0.583333,0,970.417924,12
1,299,0.166667,0.416667,972.65285,12
0.909091,0,0,0,317.921967,11
0.636364,29.9,0.083333,0.5,156.767607,12
1,55.12,0.083333,0,2036.483418,12
1,588.48,0.166667,0,2648.004763,12
1,1169.9,0.666667,0.416667,1230.24842,12
1,0,0,0,1088.217898,12
1,854.2,0.25,0,5583.630482,12
1,1022.84,0.166667,0,2083.026155,12
0.272727,0,0,0.166667,140.698664,12
1,14215,0.583333,0,6338.527589,12
1,129,0.083333,0,539.700832,12
0.666667,0,0,0,418.372715,6
1,0,0,0.75,735.303992,12
0.727273,221.2,0.166667,0,826.907399,12
0.909091,1216.21,0.166667,0,135.474623,12
1,0,0,0,771.133373,12
1,879.61,0.583333,0.5,1072.394817,12
1,0,0,0.818182,150.326767,11
1,0,0,0,557.016549,12
1,0,0,0.583333,1497.715051,12
1,0,0,0,1572.219063,12
1,8636.73,1,0.25,195.873012,12
1,233.54,0.416667,0.166667,398.520851,12
0.727273,0,0,0,964.502795,12
1,311.22,0.333333,0.333333,429.203871,12
1,220,0.25,0.833333,1047.765097,12
0.272727,56,0.083333,0,82.975613,12
1,0,0,1,171.139818,12
1,59.9,0.166667,0.916667,384.147394,12
0.833333,0,0,0,405.461471,6
0.363636,0,0,0,1023.857832,12
1,218,0.083333,0,1402.076478,12
1,903.4,0.416667,0.583333,443.579192,12
1,0,0,0.333333,547.387346,12
1,53,0.083333,1,1942.656647,12
0,70.65,0.083333,0,,12
1,0,0,0,2011.577535,12
1,1310.25,0.166667,1,4958.944737,12
1,216.95,0.333333,1,206.952931,12
1,4585.44,0.916667,1,2296.958624,12
0.909091,0,0,1,135.786608,12
0.909091,48.16,0.166667,0,263.710911,12
1,0,0,0.833333,171.601056,12
1,0,0,0,890.70637,12
0.818182,1059.59,0.666667,0,162.415247,12
1,0,0,0.166667,1058.432256,12
1,0,0,1,490.403966,12
1,424.84,0.416667,0,833.636185,12
1,254.14,0.25,0.666667,314.307392,12
0.181818,59,0.083333,0,288.495064,12
1,0,0,1,254.433788,12
1,208,0.25,0,1686.82882,12
1,70,0.083333,0,367.459274,12
0.454545,0,0,0.416667,145.138785,12
0.818182,0,0,0.75,171.037361,12
1,0,0,1,1832.433867,12
1,1073.49,1,1,140.28742,12
1,0,0,0,2134.295731,11
1,20,0.083333,0.5,309.646636,12
1,0,0,0.416667,343.753509,12
1,295,0.25,0.416667,178.267406,12
1,116.63,0.166667,1,18959.86938,12
1,1620.69,0.916667,0.166667,600.900522,12
1,0,0,0.4,182.241613,10
1,63.62,0.083333,0,663.925938,12
1,0,0,1,1007.132278,12
0.636364,1060.66,0.5,0.333333,258.959313,12
1,2047.65,1,1,206.099083,12
1,67.84,0.083333,0,1330.593643,12
1,107.33,0.083333,0,1829.724497,12
1,354.04,0.916667,0,392.783086,12
1,663,0.083333,0,3989.603092,12
1,3227.85,0.083333,1,795.92781,12
1,700.05,0.333333,0.75,934.885255,12
1,1566.42,0.5,0.416667,512.056995,12
1,0,0,1,2422.033266,12
0.909091,2230.75,0.666667,0.25,162.122511,12
1,342.66,0.166667,0.25,174.358116,12
1,4.99,0.083333,0,223.627537,12
0.727273,0,0,0,373.610849,12
1,0,0,0.25,1109.232571,12
1,0,0,0,1659.404676,12
1,1020.3,0.25,0,465.807758,12
1,0,0,0,340.879992,12
0.181818,17.7,0.083333,0,10.074393,12
1,140,0.083333,0,540.345357,12
0.909091,0,0,0.833333,150.708825,12
1,1600,0.083333,0.916667,4008.154371,12
1,0,0,0.833333,163.128265,12
1,0,0,0.166667,191.949816,12
1,0,0,0,596.541854,10
0.272727,170.92,0.583333,0,37.257557,12
1,0,0,0.583333,1145.810573,12
0.909091,469.83,0.818182,0,477.907704,11
1,0,0,0,1086.360075,12
1,542.7,0.333333,0,451.453969,12
1,1956.09,0.75,1,997.196,12
1,0,0,1,10285.13412,12
1,26.12,0.083333,0,627.660656,12
0.181818,0,0,0,1441.839102,12
1,0,0,0,182.935266,7
1,877.89,0.166667,1,2301.241067,12
1,0,0,0,524.499084,12
0,61.21,0.083333,0,,12
1,236.28,0.833333,0,153.481269,12
0.454545,1358.77,0.333333,0.166667,103.971481,12
1,0,0,0.666667,1331.499517,12
1,351,0.25,0.75,264.338574,12
0.909091,0,0,0,474.957649,12
1,365,0.166667,0,865.861706,12
1,2233.3,0.083333,0,405.557756,12
1,4752.26,1,0.666667,176.275371,12
1,0,0,0.75,204.81908,12
1,0,0,0,2400.161872,12
1,0,0,0,468.709937,12
1,0,0,0.5,491.582146,12
1,1868.83,1,0.166667,245.892171,12
1,0,0,0,432.195428,12
1,0,0,0,835.751337,12
1,3389.73,1,1,162.295285,12
1,976.5,0.416667,0.166667,947.556185,12
1,0,0,0.75,153.314788,12
0.727273,0,0,0,78.113848,12
1,325.32,0.25,0.333333,1021.416857,12
0.454545,17.8,0.083333,0,84.757464,12
0.454545,350,0.083333,0,97.235037,12
1,0,0,0,2595.765441,12
1,258.9,0.166667,0,515.528152,12
1,1543.75,0.75,0,1307.289892,12
1,34.83,0.166667,0,279.044103,12
1,142.8,0.166667,0,319.949186,12
1,65,0.090909,0,239.240948,11
1,0,0,0,593.24323,12
1,0,0,0.083333,590.47289,12
1,0,0,0.166667,498.284122,12
1,0,0,0,1615.436709,12
1,417.08,0.25,0,1152.616381,12
0.545455,0,0,0,218.463565,12
1,0,0,0,269.699364,12
0.363636,0,0,0.083333,1863.225391,12
0.636364,1674.16,0.583333,0,144.268048,12
0.333333,0,0,0.111111,153.461233,9
1,500.67,0.166667,0,197.615598,12
1,1879.92,0.454545,0,429.538814,11
1,1808.6,0.916667,0,139.117341,12
1,1016.34,0.333333,0,595.650324,12
0.909091,392,0.166667,0.416667,97.399107,12
0.818182,335.4,0.25,1,198.260864,12
1,645.83,0.583333,0,290.170065,12
1,0,0,0.75,1534.646713,12
1,856.28,1,1,262.137054,12
0,103.68,0.111111,0,,9
0.727273,584.34,0.5,0,128.896127,12
0.818182,0,0,0.416667,156.138846,12
1,1115.92,0.916667,0.583333,622.738695,12
1,138,0.083333,0.5,684.377166,12
1,1935.16,0.833333,0,212.12069,12
1,410.21,0.416667,1,227.534843,12
1,0,0,0.166667,592.360464,12
1,0,0,0,1309.518909,12
1,0,0,0.583333,849.067783,12
1,0,0,0.166667,543.168888,12
1,1541.69,0.416667,0.416667,271.109376,12
1,230.04,0.25,0,186.703736,12
1,0,0,0.666667,2615.222618,12
0.888889,0,0,0.777778,130.345404,9
1,30.6,0.083333,0,510.304379,12
1,1132.69,0.5,1,173.308474,12
1,0,0,0,257.298488,12
0.833333,0,0,0,1299.46337,6
0.363636,0,0,0.25,186.15796,12
1,30,0.083333,1,194.410326,12
1,0,0,0.666667,191.864946,12
1,0,0,0,1934.821741,12
